City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kamar mushani,32.8439,71.3669,94.19,49,8,3.85,PK,1689869146
365,ulladulla,-35.35,150.4667,51.71,51,54,8.12,AU,1689869146
366,singaraja,-8.112,115.0882,74.25,76,7,7.38,ID,1689869146
367,ejura,7.3856,-1.3562,81.57,82,75,6.11,GH,1689869146
368,winnemucca,40.973,-117.7357,83.16,22,0,2.59,US,1689869146
369,sainte-anne-des-monts,49.124,-66.4924,62.47,82,89,18.41,CA,1689869146
370,port-vila,-17.7338,168.3219,65.8,100,75,3.44,VU,1689868878
371,mhangura,-16.8939,30.1683,64.76,38,1,5.39,ZW,1689869147
372,happy valley-goose bay,53.3168,-60.3315,71.91,49,75,8.05,CA,1689869015
373,saynshand,44.8824,110.1163,70.18,60,100,21.97,MN,1689869147
374,tolanaro,-25.0319,46.9987,71.67,88,20,2.3,MG,1689869147
375,portland,45.5234,-122.6762,70.81,72,40,3.44,US,1689869105
376,arraial do cabo,-22.9661,-42.0278,73.26,64,75,17.27,BR,1689869130
377,kuta,-8.7233,115.1723,78.75,78,40,9.22,ID,1689869147
378,luena,-11.7833,19.9167,79.09,22,15,2.3,AO,1689869148
379,sittwe,20.15,92.9,80.53,91,100,16.67,MM,1689869148
380,nar'yan-mar,67.6713,53.087,60.94,82,100,16.67,RU,1689869148
381,salalah,17.0151,54.0924,78.89,94,100,6.91,OM,1689869148
382,gisborne,-38.6533,178.0042,53.19,87,100,8.23,NZ,1689869148
383,quibala,-10.7337,14.98,77.72,25,93,8.21,AO,1689869148
384,bandarbeyla,9.4942,50.8122,74.64,84,100,29.51,SO,1689869148
385,adrar,20.5022,-10.0711,110.61,6,32,11.34,MR,1689869149
386,launceston,-41.45,147.1667,43.61,96,75,5.75,AU,1689869149
387,shushtar,32.0455,48.8567,108.1,5,0,3.27,IR,1689869149
388,nueva esperanza,15.2667,-87.6,85.62,57,59,2.84,HN,1689869149
389,kafanchan,9.5833,8.3,75.83,87,96,4.76,NG,1689869149
390,motygino,58.1831,94.7592,62.69,60,0,4.21,RU,1689869150
391,chumphon,10.3333,98.8333,72.5,96,100,4.29,TH,1689869150
392,toliara,-23.35,43.6667,71.26,75,41,15.59,MG,1689869074
393,gokceada,40.2011,25.909,94.28,57,0,8.9,TR,1689869150
394,betio village,1.358,172.9211,78.84,77,77,10.22,KI,1689869150
395,crane,31.3974,-102.3501,86.83,41,94,17.54,US,1689869151
396,yreka,41.7354,-122.6345,77.18,43,0,4.61,US,1689869151
397,puerto rico,-26.796,-55.024,68.68,70,98,5.39,AR,1689869151
398,miri,4.4148,114.0089,80.74,83,40,6.91,MY,1689869151
399,birnin kudu,11.4459,9.4984,99.21,26,34,9.15,NG,1689869151
400,vila franca do campo,37.7167,-25.4333,72.01,65,100,2.17,PT,1689869151
401,fale old settlement,-9.3852,-171.2468,82.94,77,27,12.8,TK,1689869151
402,pochinok,54.4068,32.4407,62.58,79,99,6.33,RU,1689869152
403,isangel,-19.55,169.2667,71.08,78,66,13.22,VU,1689869152
404,sao felix do xingu,-6.6447,-51.995,94.48,21,4,4.74,BR,1689869152
405,quellon,-43.1167,-73.6167,57.45,77,75,14.97,CL,1689869015
406,kalemie,-5.9475,29.1947,74.14,54,4,1.81,CD,1689869152
407,prince rupert,54.3161,-130.3201,58.69,98,100,3.44,CA,1689869152
408,dzhalagash,45.0833,64.6667,87.49,22,31,14.79,KZ,1689869153
409,trashigang,27.3331,91.5542,73.38,96,97,1.5,BT,1689869153
410,rasra,25.85,83.85,97.27,43,73,12.86,IN,1689869153
411,santa cruz,-17.8,-63.1667,78.26,46,20,16.11,BO,1689868995
412,grass valley,39.2191,-121.0611,85.82,37,0,3.44,US,1689868859
413,labytnangi,66.6572,66.4183,69.94,75,91,10.11,RU,1689868975
414,muscat,23.6139,58.5922,87.82,59,85,9.46,OM,1689869153
415,santa terezinha,-29.9002,-50.0904,62.22,81,100,15.21,BR,1689869153
416,tengrela,10.4869,-6.4097,89.49,50,89,3.76,CI,1689869153
417,malvan,16.0667,73.4667,79.21,85,100,18.54,IN,1689868912
418,arkhangel'sk,64.5401,40.5433,71.46,71,76,7.25,RU,1689868936
419,fisterra,42.9049,-9.2629,72.75,82,0,12.01,ES,1689869154
420,cinisi,38.1562,13.1073,90.86,55,0,3.44,IT,1689869154
421,novo aripuana,-5.1206,-60.3797,96.28,27,3,3.98,BR,1689869154
422,conde,-7.2597,-34.9075,83.66,58,75,21.85,BR,1689869154
423,wakkanai,45.4094,141.6739,65.08,96,70,5.01,JP,1689868916
424,north guwahati,26.2014,91.7236,82.35,89,75,2.3,IN,1689869154
425,lastoursville,-0.8143,12.7287,77.85,88,100,3.85,GA,1689869155
426,loa janan,-0.583,117.095,74.43,99,79,3.71,ID,1689869155
427,myitkyina,25.3833,97.4,75.99,96,100,0.76,MM,1689869031
428,pozanti,37.4278,34.8717,85.59,31,0,2.19,TR,1689869155
429,kirillov,59.863,38.3813,56.93,94,100,5.35,RU,1689869155
430,sanctuary point,-35.1114,150.629,54.32,49,35,8.88,AU,1689869155
431,otaci,48.43,27.7939,79.7,46,62,13.71,MD,1689869155
432,viedma,-40.8135,-62.9967,56.66,41,76,21.39,AR,1689869156
433,kismayo,-0.3582,42.5454,77.32,81,95,16.31,SO,1689868859
434,medina,24.4686,39.6142,106.23,5,0,13.8,SA,1689869156
435,ponta delgada,37.7333,-25.6667,72.32,83,40,9.22,PT,1689869156
436,mahina,-17.5065,-149.489,74.97,60,75,18.41,PF,1689869156
437,hammerfest,70.6634,23.6821,48.65,93,75,11.5,NO,1689869047
438,bykovo,55.6361,38.0803,70.16,56,0,11.18,RU,1689869156
439,puerto baquerizo moreno,-0.9,-89.6,79.79,83,20,9.22,EC,1689869156
440,sitka,57.0531,-135.33,57.09,82,40,0.0,US,1689869156
441,tejen,37.3834,60.5054,92.75,21,38,7.83,TM,1689869157
442,lent'ekhi,42.7856,42.7261,72.77,75,0,1.34,GE,1689869157
443,burang,30.25,81.1667,55.94,79,99,4.61,CN,1689869106
444,olovyannaya,50.95,115.5667,62.42,46,95,2.57,RU,1689869157
445,minas de marcona,-15.2119,-75.1103,63.97,60,34,8.03,PE,1689869157
446,umm kaddadah,13.6017,26.6876,93.04,29,33,11.45,SD,1689869157
447,barakani,-12.1356,44.4317,76.75,80,96,13.47,KM,1689869158
448,kwale,5.7063,6.4374,76.23,94,100,5.61,NG,1689869158
449,fuglafjordur,62.244,-6.814,48.67,94,100,17.9,FO,1689869158
450,mildura,-34.2,142.15,43.07,89,4,9.6,AU,1689869158
451,revelstoke,50.9832,-118.2023,66.22,59,0,2.3,CA,1689869158
452,piti village,13.4626,144.6933,82.89,85,0,0.0,GU,1689869158
453,sendenhorst,51.8333,7.8333,74.23,40,80,8.25,DE,1689869158
454,fernandina beach,30.6697,-81.4626,93.97,62,0,6.91,US,1689869159
455,champerico,14.3,-91.9167,90.14,72,8,3.47,GT,1689869159
456,howard springs,-12.497,131.047,73.31,64,10,6.04,AU,1689869159
457,shamakhi,40.6314,48.6414,76.55,57,10,7.49,AZ,1689869159
458,myeik,12.4333,98.6,75.94,90,100,4.81,MM,1689869159
459,borovichi,58.3878,33.9155,61.16,65,100,8.55,RU,1689869159
460,la'ie,21.6477,-157.9253,78.76,83,90,7.0,US,1689869159
461,guider,9.9342,13.9486,94.87,36,59,2.68,CM,1689869159
462,dalianwan,39.0286,121.695,80.64,61,0,6.71,CN,1689869160
463,shingu,33.7333,135.9833,74.91,90,96,3.58,JP,1689869160
464,gutao,37.2025,112.1781,73.38,71,66,3.58,CN,1689869160
465,dapa,9.7594,126.0531,81.84,79,97,6.64,PH,1689869160
466,arawa,-6.2132,155.5367,76.73,92,89,4.43,PG,1689869160
467,ghadamis,30.1337,9.5007,107.11,7,0,11.3,LY,1689868937
468,pasuquin,18.3328,120.6177,80.55,94,20,5.75,PH,1689869161
469,bucerias,20.75,-105.3333,87.98,78,60,2.71,MX,1689868926
470,sinjai,-5.1241,120.253,74.66,92,37,3.87,ID,1689869161
471,laayoune,27.1622,-13.2032,88.14,45,2,28.77,EH,1689869162
472,sao gabriel da cachoeira,-0.1303,-67.0892,84.0,89,0,3.44,BR,1689869163
473,ivanteyevka,55.9711,37.9208,67.66,58,59,3.0,RU,1689869165
474,ust'-kulom,61.6864,53.6902,65.53,72,24,7.45,RU,1689869166
475,twentynine palms,34.1356,-116.0542,102.06,23,2,2.51,US,1689869166
476,diawara,15.022,-12.5437,91.44,48,99,5.93,SN,1689869167
477,lata,40.1629,-8.3327,74.07,46,0,13.13,PT,1689869167
478,whakatane,-37.9585,176.9854,55.51,83,100,4.0,NZ,1689869167
479,bonny,4.4522,7.1681,80.02,79,98,13.15,NG,1689869167
480,mata-utu,-13.2816,-176.1745,80.91,82,70,10.16,WF,1689869168
481,nadi,-17.8,177.4167,73.4,94,75,5.75,FJ,1689869168
482,graham,47.0529,-122.2943,70.7,75,0,4.61,US,1689869168
483,butha-buthe,-28.8333,28.5,33.04,74,79,6.02,LS,1689869168
484,salinas,36.6777,-121.6555,55.08,100,100,3.44,US,1689869020
485,jijiga,9.35,42.8,72.75,58,100,12.01,ET,1689869169
486,nova vicosa,-17.8919,-39.3719,73.4,85,97,13.53,BR,1689869012
487,byron bay,-28.65,153.6167,51.71,54,0,5.73,AU,1689869169
488,batyrevo,55.0675,47.6111,66.06,61,67,15.73,RU,1689869169
489,saint-junien,45.8833,0.9,81.18,34,100,5.37,FR,1689869169
490,hinton,53.4001,-117.5857,70.75,48,22,1.03,CA,1689868951
491,upata,8.0086,-62.3989,76.35,88,100,4.25,VE,1689869169
492,novodvinsk,64.4165,40.8122,73.36,63,76,8.52,RU,1689869170
493,midvagur,62.0511,-7.1939,49.03,93,100,20.71,FO,1689869170
494,anxiang,29.4,112.15,82.2,82,97,5.84,CN,1689869170
495,daru,-9.0763,143.2092,76.12,83,100,11.97,PG,1689869170
496,'ain el melh,34.8415,4.1638,102.99,8,67,10.42,DZ,1689869170
497,irece,-11.3042,-41.8558,82.47,26,7,21.52,BR,1689868956
498,dalandzadgad,43.5708,104.425,60.1,74,100,10.16,MN,1689869171
499,mormugao,15.4,73.8,74.46,100,100,13.8,IN,1689869171
500,priekule,56.4468,21.5897,63.72,54,65,13.2,LV,1689869171
501,bubaque,11.2833,-15.8333,79.41,84,100,17.63,GW,1689869029
502,manati,18.4275,-66.4921,92.95,77,91,16.71,PR,1689869171
503,dazhou,31.2159,107.5009,76.86,89,100,1.63,CN,1689869171
504,ban huai thalaeng,14.9833,102.65,80.22,71,100,6.49,TH,1689869171
505,guarapari,-20.6667,-40.4975,73.89,84,100,10.67,BR,1689869052
506,zhezqazghan,47.7833,67.7667,86.29,23,38,7.76,KZ,1689869172
507,beltangadi,13.9833,75.3,70.97,90,100,11.12,IN,1689869172
508,bakchar,57.0186,82.0711,61.63,98,98,4.88,RU,1689869172
509,paola,39.3599,16.0396,99.7,41,0,3.4,IT,1689869172
510,balabac,7.9868,117.0645,80.69,84,100,8.72,PH,1689869172
511,pingliang,35.5392,106.6861,72.57,43,96,7.16,CN,1689869173
512,mandera,3.9366,41.867,90.34,34,100,16.28,KE,1689869173
513,port shepstone,-30.7414,30.455,58.59,64,81,17.02,ZA,1689869173
514,alva,56.1528,-3.8051,65.59,85,92,1.99,GB,1689869173
515,mpika,-11.8343,31.4529,65.88,40,0,8.25,ZM,1689869174
516,rampur,28.8167,79.0333,92.32,48,4,4.59,IN,1689869128
517,tamandare,-8.7597,-35.1047,79.34,68,62,16.22,BR,1689869174
518,i-n-salah,27.1935,2.4607,111.99,6,0,21.47,DZ,1689869174
519,lusaka,-15.4067,28.2871,75.45,29,0,9.22,ZM,1689869132
520,touros,-5.1989,-35.4608,83.16,58,18,19.75,BR,1689869100
521,banda aceh,5.5577,95.3222,80.76,79,54,14.83,ID,1689869175
522,kotlas,61.2611,46.6556,63.84,95,98,6.24,RU,1689869175
523,vizinga,61.0749,50.1031,64.96,82,29,7.72,RU,1689869175
524,belebey,54.1167,54.1167,63.66,58,84,7.74,RU,1689869176
525,acarau,-2.8856,-40.12,87.94,47,0,17.29,BR,1689869176
526,magadan,59.5667,150.8,55.87,88,48,4.59,RU,1689869176
527,broome,42.2506,-75.833,83.62,50,0,1.99,US,1689868999
528,trairi,-3.2778,-39.2689,87.17,44,0,16.6,BR,1689869176
529,carutapera,-1.195,-46.02,86.68,58,13,8.16,BR,1689869176
530,reggane,26.7158,0.1714,113.74,5,0,21.16,DZ,1689869177
531,orenburg,51.7727,55.0988,73.42,54,73,6.96,RU,1689869177
532,khovd,48.0056,91.6419,78.64,24,71,10.63,MN,1689869177
533,taltal,-25.4,-70.4833,66.45,67,68,3.8,CL,1689868902
534,khairagarh,26.95,77.8167,97.88,42,95,5.68,IN,1689869177
535,itaituba,-4.2761,-55.9836,93.36,55,20,3.44,BR,1689869113
536,pisco,-13.7,-76.2167,68.05,77,100,6.91,PE,1689869126
537,yaren,-0.5472,166.916,81.16,80,98,12.57,NR,1689869178
538,kulhudhuffushi,6.6221,73.07,83.17,81,80,16.53,MV,1689869178
539,andratx,39.5755,2.4202,92.95,74,75,9.1,ES,1689869178
540,codrington,-38.2667,141.9667,45.37,78,43,10.18,AU,1689869178
541,tak,16.5833,98.8333,68.4,96,100,2.77,TH,1689869178
542,mizdah,31.4451,12.9801,102.74,9,0,16.84,LY,1689869183
543,kachug,53.9606,105.8817,57.04,66,100,2.62,RU,1689869183
544,santiago de cao,-7.9589,-79.2392,73.53,78,100,10.36,PE,1689869184
545,samana,19.2056,-69.3369,89.82,74,40,11.5,DO,1689869184
546,tamanrasset,22.785,5.5228,96.71,8,40,6.91,DZ,1689869012
547,fortuna,40.5982,-124.1573,58.66,98,75,6.91,US,1689869184
548,bereket,39.2446,55.5154,90.72,19,0,10.74,TM,1689869184
549,kirkwall,58.9848,-2.9587,53.65,71,40,19.57,GB,1689869184
550,dakhla,23.6848,-15.958,77.02,69,64,29.93,EH,1689869185
551,ambon,-3.6954,128.1814,79.88,95,40,6.91,ID,1689869185
552,puerto santa,-8.9906,-78.6456,72.05,74,73,9.73,PE,1689869185
553,visby,57.6409,18.296,69.04,55,0,16.11,SE,1689868960
554,santa elena de uairen,4.6167,-61.1333,80.78,54,18,8.97,VE,1689869186
555,enshi,30.3,109.4833,75.6,94,100,1.59,CN,1689868973
556,statesville,35.7826,-80.8873,85.51,67,0,4.61,US,1689869187
557,saudarkrokur,65.7461,-19.6394,51.28,75,62,5.82,IS,1689868965
558,chiredzi,-21.05,31.6667,66.31,62,87,13.91,ZW,1689869188
